0	0	12.036280632019043

0	312	8.23306655883789

0	624	6.657669544219971

0	936	5.685965538024902

1	0	5.033881187438965

1	312	4.5776190757751465

1	624	4.257475852966309

1	936	3.931731939315796

2	0	3.6809957027435303

2	312	3.5049047470092773

2	624	3.3141164779663086

2	936	3.1714792251586914

3	0	3.0645370483398438

3	312	2.937995672225952

3	624	2.8673014640808105

3	936	2.756146192550659

4	0	2.682136297225952

4	312	2.60595965385437

4	624	2.5619771480560303

4	936	2.5059475898742676

5	0	2.4712586402893066

5	312	2.382852792739868

5	624	2.365622043609619

5	936	2.2914693355560303

6	0	2.2493700981140137

6	312	2.2262675762176514

6	624	2.1975579261779785

6	936	2.1313159465789795

7	0	2.119943380355835

7	312	2.084878921508789

7	624	2.0962777137756348

7	936	2.024906873703003

8	0	1.9992269277572632

8	312	1.9763826131820679

8	624	1.9626500606536865

8	936	1.9091331958770752

9	0	1.902860164642334

9	312	1.945923089981079

9	624	1.8694967031478882

9	936	1.8630082607269287

10	0	1.8269425630569458

10	312	1.8463815450668335

10	624	1.8004860877990723

10	936	1.783100962638855

11	0	1.7889270782470703

11	312	1.7482248544692993

11	624	1.7268186807632446

11	936	1.7332639694213867

12	0	1.7054247856140137

12	312	1.6796661615371704

12	624	1.6830496788024902

12	936	1.729695439338684

13	0	1.6494483947753906

13	312	1.6414895057678223

13	624	1.6291391849517822

13	936	1.6276137828826904

14	0	1.7580283880233765

14	312	1.5954331159591675

14	624	1.5893179178237915

14	936	1.5531162023544312

15	0	1.5803630352020264

15	312	1.5917673110961914

15	624	1.5576226711273193

15	936	1.522902011871338

16	0	1.5500458478927612

16	312	1.5139358043670654

16	624	1.571686029434204

16	936	1.4788281917572021

17	0	1.544013500213623

17	312	1.4710190296173096

17	624	1.455950379371643

17	936	1.484537124633789

18	0	1.4692957401275635

18	312	1.4470199346542358

18	624	1.4457511901855469

18	936	1.446062445640564

19	0	1.4228421449661255

19	312	1.4092957973480225

19	624	1.4158451557159424

19	936	1.4022102355957031

20	0	1.4149723052978516

20	312	1.3939614295959473

20	624	1.3773555755615234

20	936	1.4370605945587158

21	0	1.3762370347976685

21	312	1.3784319162368774

21	624	1.4066585302352905

21	936	1.375963568687439

22	0	1.3599066734313965

22	312	1.3810038566589355

22	624	1.3640750646591187

22	936	1.3289040327072144

23	0	1.3633695840835571

23	312	1.3308417797088623

23	624	1.382388949394226

23	936	1.4136638641357422

0	0	12.034363746643066

0	312	8.144102096557617

0	624	6.736037731170654

0	936	5.924929618835449

1	0	5.29853630065918

1	312	4.805360317230225

1	624	4.395287036895752

1	936	4.070777893066406

2	0	3.807868242263794

2	312	3.619659185409546

2	624	3.421964406967163

2	936	3.269138813018799

3	0	3.135711908340454

3	312	3.041104316711426

3	624	2.9199225902557373

3	936	2.8313701152801514

4	0	2.746245861053467

4	312	2.672111988067627

4	624	2.6333446502685547

4	936	2.5473320484161377

5	0	2.4783692359924316

5	312	2.43009352684021

5	624	2.378582000732422

5	936	2.3382372856140137

6	0	2.2848331928253174

6	312	2.271244764328003

6	624	2.2716360092163086

6	936	2.2208898067474365

7	0	2.1888344287872314

7	312	2.13482666015625

7	624	2.109876871109009

7	936	2.1123838424682617

8	0	2.0755646228790283

8	312	2.028326988220215

8	624	2.036173105239868

8	936	2.0251643657684326

9	0	1.9758927822113037

9	312	1.9644964933395386

9	624	1.9329662322998047

9	936	1.9227293729782104

10	0	1.9377479553222656

10	312	1.9082199335098267

10	624	1.8800047636032104

10	936	1.8507732152938843

11	0	1.8511574268341064

11	312	1.857017159461975

11	624	1.833851933479309

11	936	1.8469066619873047

12	0	1.8101611137390137

12	312	1.7867333889007568

12	624	1.7737462520599365

12	936	1.7884074449539185

13	0	1.7665297985076904

13	312	1.7796357870101929

13	624	1.7673008441925049

13	936	1.7475650310516357

14	0	1.7393699884414673

14	312	1.7504725456237793

14	624	1.7051820755004883

14	936	1.697695255279541

15	0	1.6858949661254883

15	312	1.695416808128357

15	624	1.6695648431777954

15	936	1.6779811382293701

16	0	1.6893715858459473

16	312	1.6566575765609741

16	624	1.6547988653182983

16	936	1.6611814498901367

17	0	1.6520169973373413

17	312	1.6440399885177612

17	624	1.6306333541870117

17	936	1.6339902877807617

18	0	1.609525203704834

18	312	1.617930293083191

18	624	1.6016372442245483

18	936	1.6049401760101318

19	0	1.5866410732269287

19	312	1.6083863973617554

19	624	1.571811318397522

19	936	1.5701934099197388

20	0	1.5877361297607422

20	312	1.5597310066223145

20	624	1.560718297958374

20	936	1.5472959280014038

21	0	1.5606685876846313

21	312	1.5697225332260132

21	624	1.5482513904571533

21	936	1.5165297985076904

22	0	1.5211408138275146

22	312	1.524369716644287

22	624	1.5324876308441162

22	936	1.5103727579116821

23	0	1.5342174768447876

23	312	1.5121335983276367

23	624	1.511976718902588

23	936	1.526919960975647

0	0	12.03930377960205

0	312	8.239694595336914

0	624	6.662387847900391

0	936	5.672445297241211

1	0	5.044794082641602

1	312	4.623269081115723

1	624	4.296447277069092

1	936	3.943761110305786

2	0	3.683026075363159

2	312	3.484022378921509

2	624	3.295088529586792

2	936	3.1474525928497314

3	0	3.01404070854187

3	312	2.9277360439300537

3	624	2.85664701461792

3	936	2.7088706493377686

4	0	2.661435127258301

4	312	2.575103759765625

4	624	2.525175094604492

4	936	2.4289815425872803

5	0	2.3737847805023193

5	312	2.336754083633423

5	624	2.346947431564331

5	936	2.202136278152466

6	0	2.2114341259002686

6	312	2.1933467388153076

6	624	2.1009466648101807

6	936	2.0964746475219727

7	0	2.0785624980926514

7	312	2.031660795211792

7	624	2.00076961517334

7	936	1.9869072437286377

8	0	1.9561474323272705

8	312	1.9226675033569336

8	624	1.9062455892562866

8	936	1.8763515949249268

9	0	1.856908917427063

9	312	1.8945096731185913

9	624	1.8215690851211548

9	936	1.7970530986785889

10	0	1.8021610975265503

10	312	1.838343620300293

10	624	1.7512245178222656

10	936	1.7212612628936768

11	0	1.7303431034088135

11	312	1.8403565883636475

11	624	1.7035001516342163

11	936	1.671134352684021

12	0	1.6740477085113525

12	312	1.6243261098861694

12	624	1.6241124868392944

12	936	1.6215537786483765

13	0	1.6279313564300537

13	312	1.5809447765350342

13	624	1.6661453247070312

13	936	1.5875495672225952

14	0	1.6646950244903564

14	312	1.5410233736038208

14	624	1.5529392957687378

14	936	1.6476280689239502

15	0	1.5911402702331543

15	312	1.5082341432571411

15	624	1.5220893621444702

15	936	1.4940156936645508

16	0	1.5229827165603638

16	312	1.506225347518921

16	624	1.4742506742477417

16	936	1.521585464477539

17	0	1.4564732313156128

17	312	1.442016839981079

17	624	1.5073403120040894

17	936	1.6103594303131104

18	0	1.446529507637024

18	312	1.447629451751709

18	624	1.4295744895935059

18	936	1.4313406944274902

19	0	1.3985683917999268

19	312	1.4264094829559326

19	624	1.463126301765442

19	936	1.3778496980667114

20	0	1.4010677337646484

